,tweet,label
2013,Regretting leaving @SkyUK. If this is the service at @bt_uk I may need to go back. Iâ€™ve been with by for 2 weeks. Awful internet. Called them up and they booked me a engineer at a inconvenient time for me. But I changed plans. Now they cancel. @SkyUK will you have me back? https://t.co/981eMd6Ccm,1
2014,"@bt_uk been with you a month and already increasing my bill, you scum https://t.co/tPwEywMnWr",1
2015,"Itâ€™s a Thursday, so weâ€™re throwing it back to when @bt_uk and @EmperorTalks secured gold with their fantastic online report. _x000D_
Wanting some 2022 entry inspiration? Read more about the winning work here &gt; https://t.co/bE1cfLGTkv _x000D_
#CFAwards #corporatereporting #financialPR https://t.co/10F0nyfTcR",1
2016,@bt_uk You guaranteed me that i could participate in hours long zoom calls from my locations. https://t.co/HVZF4PLSqr,1
2017,"@TheRunningManZ @bt_uk Glad Brian got it sorted for you, always seems that we have to take the extra step to get anywhere doesn't it! I wonder if he's any good with my Sprain! All the best P, Zex.",1
2018,@bt_uk You did guarantee us,1
2019,@bt_uk Canâ€™t call. I want to use the live chat option that you have the potion for.,1
2020,@bt_uk I have DMd my mobile number to you though you should already have it. I will need to be reached on that,1
2021,"@TheRunningManZ @bt_uk Â£94 a month? what the hell._x000D_
_x000D_
I'm paying Â£66 a month for 900mb full fibre + standard phone.",1
2022,@bt_uk They're already an hour late.,-1
2023,"@bt_uk Can you please tell me why the promised fix by yesterday hasn't happened, the promised call today hasn't happened, and why my call to you was cut off after 15 minutes on hold? This service is beyond disgraceful, and a Â£16 rebate doesn't come close to the time I've wasted",1
2024,@bt_uk Please ask a supervisor to call me today. Thanks,1
2025,"Big shout out to Laura in Enniskillen @bt_uk ðŸ‘Œ_x000D_
Excellent Service provided,new contract sorted with Customer Loyalty discount ðŸ˜‰_x000D_
#ExcellentService",1
2026,"@TheRunningManZ @bt_uk I always find that contacting a company on Twitter is easier than ringing them up most of the time. Plus, you don't listen to a robot trying to find the right department you're try to get hold of when ringing.  (Nothing against your robot lady, Paul)",1
2027,@TheRunningManZ @bt_uk So glad it's been sorted. Such a shame it had to go this far rather than a simple call to customer service. Not the 1st time I'd heard of same issues.,1
2028,@Hot_Digity_Dog @TheRunningManZ @bt_uk A 1000gb didnâ€™t even know speeds like that existed you sure itâ€™s not 1gb,-1
2029,@TheRunningManZ @bt_uk Â£94 a month wants to be getting almost a gb download speed for that mental prices even virgin for 300-500 download is Â£35 a month,1
2030,"ðŸ”Š  #WomeninTelco (March 8th, 2022) will include the following panel discussion: ""The future of work. Telecoms 2025: where are we heading?"" which will be joined by Helene Ghosh,  @bt_uk, @rgajwani, @Google, @khillrcr._x000D_
Register for free now  https://t.co/ZTmVseljn1 ðŸ™Œ https://t.co/MtDPzK3d2O",1
2031,@Chris66092274 @bt_uk Bloody hell fire. Does it include their own dedicated satellite constellation in low earth orbit in case the line goes down ?,1
2032,@Chris66092274 @bt_uk Hope they sort this out for your parents Chris.,1
2033,@bt_uk hey please can you help me? Ordered a wifi booster for Â£9.99â€¦ itâ€™s never arrivedâ€¦ donâ€™t really want to sit on hold for ages so if you could help that would be amazing! Thanks ðŸ™ŒðŸ»,1
2034,@esthercate Sorry the fault hasn't been fixed Esther and for the delay. Can you DM me the account holder name and the full address including the postcode or the account number so I can check this for you. ^Ian @BT_UK Team https://t.co/hBbj6tVEyH,1
2035,"Hi @bt_uk Found out today that my  parents, both in their late 70â€™s have been sold a  â€˜Premiumâ€™ broadband package at the cost of over Â£90 per month which in no way matches their needs and that they are now tied in for 2 years._x000D_
Please can you help resolve this ?",1
2036,@bt_uk we have been without broadband now since 18th Feb. With two parents who work from home and two children on half term itâ€™s been really hard. @bt_uk havenâ€™t been able to give us a time to fix. Please help!,1
2037,@bt_uk Iâ€™d love to be excited without Wi-Fi working from home losing income because of the disgusting service of BT.,-1
2038,@bt_uk Is that why none of you have been able to answer calls? Without Wi-Fi for 6 days with family in the Ukraine. DISGUSTING service.,-1
2039,We will be taking this further and to the press as weâ€™ve had disgusting customer service. @bt_uk,-1
2040,@bt_uk cut our broadband off because of an order that THEY messed up. We have been without broadband in our house for 6 days with 2 people working from home losing income - not to mention the family in Ukraine we cannot reach. 46 calls and still no sign of a solution.,-1
2041,"@bt_uk Great, many thanks.",1
2042,"@bt_uk @darkpatterns @harrybr Total monthly cost shown as main figure in current plan, but total monthly cost presented in small text on upgrade offes. https://t.co/nODIKY0uDw",1
2043,@bt_uk Except you're not. The only 3 options I am being given are 900 packages. I give up.,-1
2044,@bt_uk The level of professionalism from my first phone call to the installation and follow up calls has been superb. Thank you.,1
2045,"@bt_uk May I ask why you just will not connect us. Between my wife and I, we have been on the phone to your operatives for in in excess of 24 hours since December. And we have absolutely nothing to show for it. Utterly disgraceful.",-1
2046,@bt_uk Not impressed by your use of #darkpatterns on the 'look at our amazing personalised offers' page. Seems like a good way to trick people into significantly increasing their monthly costs. (cc @darkpatterns @harrybr ) https://t.co/OiKRukHVK5,-1
2047,so pumped to actually get good internet tomorrow @bt_uk i have high hopes for your speeds,1
2048,"@bt_uk Ok,thanks. She has reported it to them via our internet.",1
2049,@bt_uk Another 5 days with zero effort from you to get us connected. We have now entered the fourth month of waiting for a broadband connection. Appalling service. BT are you worst company I have ever had to deal withâ€¦..,-1
2050,"@bt_uk Itâ€™s my moms phone &amp; internet,sheâ€™s with Plusnet but BT engineers have been working on the fault at the end of the street. I live in the same street but my internet is fine but Iâ€™m with BT. Iâ€™m happy to DM my moms address but Iâ€™ve no idea of the account details.",1
2051,@bt_uk Someone has just tried to ring then cut me off â€¦tactic ?,1
2052,"@bt_uk Nope,that was a waste of time. Even though one of the BT engineers working in the street said all the street was affected,it shows there are no issues &amp; yet thereâ€™s still no internet or phone.",-1
2053,@bt_uk Any joy looking into this ?,1
2054,@bt_uk Sent message,1
2055,@ShemlockJ @bt_uk @YouViewSupport Brilliant,1
2056,@bt_uk I have recently closed a complaintâ€¦ was awarded two free monthsâ€¦ monthly payment has been taken from my accountâ€¦ tried for two hrs and canâ€™t get through..Frustrated .. why are there major delays in answering!!!,-1
2057,"@bt_uk On various holds, short convos, transfers to another, then cuts off._x000D_
_x000D_
What are opening hrs? More quickly, could an issue be sorted via few DM's? _x000D_
_x000D_
Long story shortened. I rang in Feb to address a mobile issue. Return to BT TV dangled as I was paying for sport &amp; NFlx. Probs",1
2058,@davidtanser @bt_uk @YouViewSupport Just checked now  it's off on both standard and HD.. 113 and 234 are no longer active,1
2059,@bt_uk are you sending sales reps for your broadband services door to door these days?,1
2060,No-show from the @OpenreachHelp engineer for a fault on our @BT_UK broadband connection. On hold for 20 minutes. Not impressed.,-1
2061,"Awful start to the Act, had a ping of 11 all day but I'm lagging constantly._x000D_
_x000D_
GGs @bt_uk https://t.co/qMrbFbURje",-1
2062,In this most sad time ðŸŒhad to resort to twitter to get a customer service issue with @bt_uk perhaps noticed perhaps not.  I know so much more going on in the world.  Now feel blurgh as in many ways small stuff,1
2063,Then @bt_uk I waited in a queue to speak to someone.  Got cut off.    Email. No response.  Are you in communications â€¦ Iâ€™m informed my bill going up too. This is a waste of my time and green credentials are shot to pieces as all I want is a label,-1
2064,"@bt_uk Good grief, I know this ! And all the perks of this are relevant, except ""full fibre promise"" which is obviously in there by error.",1
2065,Iâ€™m getting so frustrated with the system.  I spoke to someone two weeks to send a bag put @bt_uk this should be so simple.  Just email me a label Iâ€™ll take it to the post office,-1
2066,"@bt_uk For a start it says ""a free upgrade"" , from 900 to erm 100. In what way is that an upgrade. To put it in really simply, the perk ""full fibre promise"" shouldn't be in that list, given I already have full fibre 9x quicker. Hopefully that explains it clearly enough.",1
2067,Hello @bt_uk you upgraded my hub provided a return box but no bag to return.The label in the box sends it back to me.3 attempts to just get a of print off label have failed.  You charge customers for kit returning for recycling.Who to invoice you for the 2+ hours of time?,-1
2068,"@bt_uk Please re-read from the start,examine the screenshot. Honestly it's worrying that you cannot see the point that's being very clearly made....",-1
2069,"@Briannicus @virgilone3 @bt_uk @BTGroup Zen actually use BT copper/fibre too, so there will be no installation needed.",1
2070,"@bt_uk So you think its correct to offer someone already on a 900 product ""100 when it's available"" ?",1
2071,@bt_uk I think you are massively missing the point.,1
2072,Hi @WBC_Help @bt_uk whatâ€™s the point of keeping these if theyâ€™re all broken!? https://t.co/H0WxCz77tZ,-1
2073,@bt_uk Lots of us here have had no broadband since 18.2.22 and the only communication in this time was a letter about price increases. Can you help? Got a 15 yo trying to study for his GCSEs. You sent a data hub but we have no coverage on that network.,-1
2074,"@bt_uk No worries, thanks ðŸ‘",1
2075,@bt_uk Price this year is ridiculous - even if I downgrade I end up paying more - unbelievable!,-1
2076,@virgilone3 @bt_uk @BTGroup Move to Zen and tell BT where to stuff their broadband. I did and can recommend Zen. Better service at less than half the price. Don't hesitate.,-1
2077,@bt_uk hi. Any help on what I am supposed to do with this message. No problem with the wiring after looking at that link. Searching for â€˜book an appointmentâ€™ on your website just makes me log in and then brings me to a page that says you are already working on it.  What do i do? https://t.co/7ex7kAS0nV,1
2078,"âš¡Only 1 week to go until  #WomeninTelco (March 8th, 2022)!_x000D_
Introducing one of our latest speakers, Helene Ghosh, @bt_uk, who will be taking part in the ""The future of work. Telecoms 2025: where are we heading?"" session._x000D_
Grab your free ticket https://t.co/IyX4znaPlG https://t.co/vpwzKs3BcH",1
2079,,1
2080,@bt_uk Right....that's kind of my point....why is it being advertised to me as a benefit to a more expensive package ?,1
2081,"just been informed by @bt_uk that my broadband costs will be increasing by 9.3% this year ðŸ˜²_x000D_
_x000D_
that's inflation (CPI) at 5.4% plus 3.9% (added just for fun?)_x000D_
_x000D_
are @bt_uk or @BTGroup a bit short?",1
2082,"I'm on a panel with _x000D_
@andrewrconway @BAIComms _x000D_
@DCMS Louise Lancaster_x000D_
@bt_uk Mark Henry_x000D_
_x000D_
Given the current consultation Ofcom is running on #6GHz (&amp; my recent posts), that's a likely topic, as well as 3.8-4.2GHz for #Private5G, small cells, role of WiFi &amp; satellite and much more",1
2083,"The event also features speakers from:_x000D_
@welshgovernment_x000D_
@ProfTomCrick_x000D_
@Amanwy_x000D_
@melia_pat _x000D_
@Ofcom _x000D_
@CiscoUKI _x000D_
@BAIComms _x000D_
@cellnextelecom _x000D_
@MobileUK_News _x000D_
@Liverpool5G _x000D_
@bt_uk _x000D_
@DCMS",1
2084,"@bt_uk   Very happy to see youâ€™ve removed RT on Channel 234, but RT HD is still showing on Channel 113.  PLEASE REMOVE THIS AS SOON AS POSSIBLE.  Thank you.",1
2085,"In a #FirstOnCNBC @MarcAllera, CEO of @bt_uk Consumer, spoke to @cnbcKaren at #MWC22 on the firmâ€™s actions following the Russian invasion of #Ukraine, and how his group looks to lower its costs through its deal with Discovery._x000D_
https://t.co/xvQ9OcnG63",1
2086,"@BlueDino38 @alistaircoleman @bt_uk @StopFundingHate I gather there are rules and politics around that. BT only controls the high numbered slots for their own channels, all the lower numbered ones (like 113 and 234 for RT) are down to Freeview to sort out_x000D_
_x000D_
fwiw the only BT-supplied news channel is a version of Sky News",1
2087,Shit customer service from @virginmedia. Now with @bt_uk so all is good.,1
2088,"@rxdsdfc @alistaircoleman @bt_uk @StopFundingHate Well if that'd true, I've learned something new today. Though (again maybe my tech naivety) if they have the tech to do all that and give it 2 BT channel numbers in my listing, it doesn't sound as difficult to de-list it.",1
2089,"After my elderly parents (85 &amp; 91) being without their @virginmedia phone line with absolutely no support at all, itâ€™s  now good. Thank you @bt_uk for such a speedy and professional installation. ðŸ‘‹ðŸ¼ @virginmedia , you are useless.",-1
2090,"@bt_uk how do I speak to a person please? A fault on my mums phone still hasnâ€™t been fixed, she needs her phone line for her emergency pendant to work. I expected to hear from an engineer today, but nothing. Please help.",-1
2091,"@bt_uk _x000D_
Any idea when the price for #FuryWhyte on BT Sport Boxoffice will be announced?_x000D_
Thanks",1
2092,"@BlueDino38 @alistaircoleman @bt_uk @StopFundingHate BT doesn't carry RT as a paid channel. _x000D_
_x000D_
The boxes receive Freeview HD too (via the aerial) and combine the two groups of channels together. You are probably seeing RT HD via Freeview, which is apparently still on air.",-1
2093,"@alistaircoleman For the 3rd time @bt_uk: why are you still making me pay for the propaganda of a state which is committing war crimes to be broadcast in the UK?_x000D_
_x000D_
@StopFundingHate please raise awareness of this, I'm sick of BT using my subscription to show this, and other, hate-filled channels.",-1
2094,@bt_uk any idea when phone/internet service will be restored in WV11 area please? City Fibre have been working at the end of our street the last few days &amp; it looks like some clown cut/shorted out the cable yesterday!,1
2095,"@bt_uk Hi fibre folk. One of your cables is hanging dangerously low over a road in High Crompton, OL27RP. If a delivery lorry drives into Gledhill Close it will either bring telegraph pole down. Or snap cable and fire if like a missile at anyone close by. Pse sort.",1
2096,@bt_uk You may get want to pull the radio advert boasting about how your broadband reaches the basement so you can head down there for some peace. Tad insensitive at the mo.,1
2097,@bt_uk It all works fine now both at home and at work. Thanks!,1
2098,@bt_uk Thank you very much ðŸ˜Š for your help.,1
2099,"@bt_uk I might only be here til next Saturday, but I'd quite like to have Internet access til then...!! Will dm you.",1
2100,"Banned again on siege because @bt_uk is the biggest bag of shit, constantly fucking disconnecting. It took them a week and a half to fix a fucking cable, customer service is ran by a bunch of brain dead cunts who donâ€™t even answer the phone.",-1
2101,"ðŸ‘ to @bt_uk_x000D_
_x000D_
BT in United Kingdom: speed, performance, outages and user reviews_x000D_
ðŸ‘‰ https://t.co/Ique0aUnTR_x000D_
_x000D_
#fing #internet #BT_x000D_
_x000D_
via @fingapp @outagedetect",1
2102,"@bt_uk Ordered with you on behalf of my 80yr old un-tech-savvy grandparents - now you've given me two order numbers, one is tracking an error and the other says it's been cancelled. What's that about? What a mess - any clarification on that?",-1
2103,"@bt_uk I was supposed to, but it's been delayed. I haven't asked for it to be disconnected, so assume it was the new tenants. I don't remember a letter, but it's possible I overlooked it with all the stress of being potentially homeless ðŸ¤·ðŸ¼",1
2104,@bt_uk No interest at all now. No phone line either. All since you dig the road up. What can be done?,-1
2105,@ShilpaPennieP @bt_uk https://t.co/t2hTQITdvw In london? click on the referral link we both get Â£100 in Amazon vouchers. they have a deal Â£25 for 300mpbs thats 6 x faster and cheaper than BT fibre 1,1
2106,@ArchHimself @bt_uk Youâ€™re shit,-1
2107,@bt_uk hi where are you showing the new season of baseball on your BT Sporte channels ðŸ˜€,1
2108,"@Ewing_birds @ueaceec @JamieMur3 @RSPBEngland @itvnews @bt_uk It's not #ukraine it's #lowestoft _x000D_
Re kittiwake nesting sites #bbcpm",1
2109,"Oh good, @bt_uk have switched off my WiFi, because I wasn't supposed to be here by now. I didn't ask them to, it was the new tenants ðŸ˜­",1
2110,@bt_uk So what do I gain when this arrives over my 900mb full fibre ? ie why is it a feature of this +Â£8 package for me ?,1
2111,"Late St David's Day, and early Birthday Present_x000D_
@adidas @adidasUK @adidasfootball @FAWales @bt_uk #StDavidsDay #birthdaypresent #Wales #Cymru https://t.co/ZaU6ilkwYb",1
2112,Get a Â£110 BT Virtual Reward Card! Fibre 2 @bt_uk #Broadband - Â£32.99 p/m on a 24 month contract for new customers + no set-up fee https://t.co/gcY782e0Q4 https://t.co/ptR6ePMIse,1
2113,@f0resttemple I'm sorry to hear this Drew and that you've lost your service. Can you DM us the account holder name and the full address including the postcode so we can check this for you. ^Ian @BT_UK Team https://t.co/hBbj6tVEyH,1
2114,@bt_uk and @giffgaff https://t.co/tSJ4rX7ffH,1
2115,"@bt_uk @Ofcom, would welcome your thoughts on this matter.  Believe the complaint is awaiting @OpenreachHelp who are impossible to get ahold of.",1
2116,@bt_uk  A week after my broadband line was slammed and i'm still without any lead time on this being resolved. Told i'm unable to escalate to Exec Complaints as have to wait for team leader to contact me. Unacceptable.,-1
2117,@bt_uk hi do you have any idea as to why my new wifi router is flashing purple despite working for the past week perfectly fine??,1
2118,@bt_uk Thanks. Very helpful.,1
2119,"@bt_uk was told I could keep my phone number of 30 yrs when I change over. Now been told I canâ€™t have it, been miss sold a contract",1
2120,@Greggy1994 @bt_uk ðŸ˜‚ðŸ˜‚ already used my code unfortunately was checking for John,1
2121,@bt_uk One of your BT Openworld employees using a disabled bay as their personal oversized parking space at Virgin Active @VirginActiveUK gym.  Yes even wheelchair users can use a Gym and it is still #Discrimination when bays are abused @DisMotoringUK https://t.co/cQwyEw74dy,1
2122,@bt_uk Thank you Janet. Just DMd.,1
2123,@bt_uk Nothing justifies price rises of over 10%. You can take a little less profit. You can simply use CPI - no need to add an extra 3.9%. Your service to me won't get 10% better will it?,-1
2124,@Ruth2E Glad to help Ruth and thanks for the feedback. ^Ian @BT_UK Team,1
2125,"@bt_uk Your figures say 9.3%. I have just given you my actual figures so ðŸ¤·â€â™‚ï¸_x000D_
_x000D_
To argue that 9.3% is not over 10% is technically correct but it's dancing on a pinhead. These are huge price rises which are wholly unjustified given your profits last year.",-1
2126,@Ofcom @bt_uk Thx will do,1
2127,"@ukb00tlegs @bt_uk Hi there, if you wish to log a complaint with us, you can do this by completing our online form here: https://t.co/TEsmP1LxUr",1
2128,@bt_uk Thank you,1
2129,Hey @bt_uk no wonder my workstation is more jittery than Prince Andrew answering the door. Look at these horrible money-refunding speeds! Also a screenshot of what you claim to provide. #btinternet #btbroadband https://t.co/TB8wQNrIay,1
2130,@bt_uk Are these still in stock?,1
2131,@bt_uk your twitter staff have been amazing dealing with our complaint keeping in regular contact and giving updates throughout.....big thank you to Elaine ðŸ¤©,1
2132,"@bt_uk My price rise comes to 10.76%. It is Â£20.76 higher per month on a monthly amount of Â£218. No doubt VAT to add on top. So, I have no idea where you're getting your figures from but mine come from the email you have just sent.",1
2133,@bt_uk I'm a legacy customer with EE. I wanted to highlight the fact that BT owns EE and therefore should be giving customers a better deal but that doesn't seem to be the case,-1
2134,@bt_uk This ðŸ‘‡ https://t.co/ZhWOAmQzJc,1
2135,"@bt_uk _x000D_
_x000D_
Your bio should read: _x000D_
_x000D_
We Connect for Profit. Don't bother us if you are customer. Only contact if you're a shareholder. _x000D_
_x000D_
#boycottBT https://t.co/n7U2jXG6HW",1
2136,"@bt_uk Just considering my options at contract renewal on my (as you can see) 900Mb package. Wondering if its worth changing to the + package at Â£8 extra...one of the advantages of this package is this ""Full Fibre Promise"", which I have clicked on. What is ""Full Fibre 100"" ? https://t.co/GGlZMLWmAA",1
2137,"@CWUnews @SECCWUTEL @CWU_AndyKerr My response to BT pay review, frontline workers squeezed out of participation in society. It's no life! @bt_uk Wake up. https://t.co/GGM80E2Mog",-1
2138,"@bt_uk Sort of despite the ongoing arguments of what ""fixed "" means. https://t.co/dJsNBkHCMf",-1
2139,"@bt_uk I called and logged a complaint. Leaving my name and contact details. These were ignored, you called and spoke with my husband and agreed that the call could be closed (changing the complaint to his name).  We are not living in the 1950s, I speak for myself.",-1
2140,"This is nonsese. Your profits were Â£1.8bn last year. These rises add nothing to the quality of service and only add to your bottom line. You trap people in long contracts and then screw them for every penny. _x000D_
_x000D_
Pure. Corporate. Greed._x000D_
_x000D_
Boycott @bt_uk https://t.co/ZgF9GORLO1",-1
2141,@bt_uk Can you let us know in advance if you intend to pull down a telegraph pole meaning we lose internet please. No notification given at all.,-1
2142,@bt_uk Okay. It's been 13days now so was just a bit like hmm where is it. But thank you I will message again if not received.,1
2143,@bt_uk If the kettle's been on that often means you've got nothing to do,1
2144,"@bt_uk No she mentioned the 28 days but did not make it clear how it worked. _x000D_
That would have saved me chasing the matter.",-1
2145,@simonapcliff @pingbarglefarp @NoIAmTonyGreen @bt_uk  SHAMEFUL - TAKE IT DOWN,-1
2146,"Thank you Ian at @bt_uk  for sorting an issue I have been trying to resolve for ages, within minutes via Twitter ðŸ‘ðŸ¼",-1
2147,"@bt_uk yet another failed call back appointment to sort my late Fathers phone line out, very poor service from BT what do I have to do to close down his phone line, made 3 calls now and no response, pushed from pillar to post!!!",-1
2148,@bt_uk I just did,1
2149,@bt_uk I have sent you a DM can someone look at it and reply please,1
2150,@bt_uk so why is my bill going up by 9.3%,1
2151,@bt_uk We have been without WiFi for 12 days and can't get a straight answer on when it is going to be fixed. Unable to do my job properly because you are unable to do yours!,-1
2152,"Good news today that BT prices are increasing by over 10%.  Nothing added to the service. Just one of those things. Billions of pounds of profit - just not quite enough._x000D_
_x000D_
Thanks @bt_uk",1
2153,@bt_uk trying to return Mum's old Hub box. Bag didn't arrive and there's no link on My BT to order one (although your FAQs say there is). Can you help so she doesn't get charged?,1
2154,This is the new Hub box for our Fibre Broadand through @bt_uk  it measures 17in by 8in by 2in approximately. Told by @BTGroup that it would be posted through the letter box if we weren't available. It's quite heavy too. Good job I waited in. https://t.co/JxuJ9Y1rSc,1
2155,"@EE you're increasing my mobile bill by CPI inflation +3.9% every year...because Ofcom is stopping you doing things like this without allowing me to cancel after 1 June 2022. @bt_uk morally bankrupt _x000D_
_x000D_
Don't be fooled people. Take your business elsewhere._x000D_
_x000D_
#inflation",-1
2156,"Why is it OK for businesses to increase their prices by the rate of inflation PLUS 3.9%? (I am looking at you @EE &amp; @bt_uk, though there are numerous others)._x000D_
_x000D_
This is while existing contracts are in place at an already agreed price._x000D_
_x000D_
How long can this carry on?",-1
2157,@bt_uk hi. I was wondering how long it usually takes for a gift card to be sent out?. It days dispatch date Feb 17th but I've received nothing?.,1
2158,@bt_uk @WeAreOpenreach is good to talk #trytalkingtoeachother #technologywillsaveus really? https://t.co/Z8DRTUVkYN,1
2159,@bt_uk Thank you for your help in reconnecting my mother's broadband. Much appreciated.,1
2160,"@bt_uk @openreach 3 adults working from home, plus school age children no wifi for 24 days in Febâ€¦#bt just message takers #openreach headscratchers, So BT #technologywillsaveus save who?? Anyone thinking about going to BT for internet #bt #techology is not fit for purpose !ðŸ‘Ž",-1
2161,"@bt_uk We really need it by 8th March when we move in, as my husband WFH. There are only 5 properties, and 2 already have their broadband available. Apparently OpenReach just need to â€˜registerâ€™ it, and no engineer visit is required. Does this really take another 4 days?",-1
2162,@bt_uk I want to know what youâ€™re going to do to sort this mess your engineers have caused this morning? Whoâ€™s paying to replace the damaged items? https://t.co/s2IDh1OLEW,-1
2163,@bt_uk @openreach Aaron Toor executive complaints @bt knows nothing Tash @bt knows nothing really 12 days no internet and they know nothing #itsgoodtotalk has Openreach booked road permitt/traffic management ?? Seriously bad service BT a total 24 days in Feb no service ðŸ‘ŽðŸ‘ŽðŸ‘Ž,-1
2164,"@bt_uk your open reach engineers have removed the cable to my house without notice, whilst they change the telegraph pole &amp; now Iâ€™m left with this mess as the unit has come off the wall where the cable was attached. They donâ€™t want to know! https://t.co/fdt7rDG598",-1
2165,Thank you @bt_uk you really came up trumps on this. Great communication throughout. Very happy. Thank you.,1
2166,"@bt_uk Just wanted to send a big thank you to Colleen who has been helping me with an account issue, she was super helpful throughout. Twitter can be full of negativity so just wanted to add something positive for today! Please pass my thanks on to her ðŸ˜ƒ",1
2167,"@bt_uk Do you deliberately make it hard to query bills ?_x000D_
Tweeted yesterday and was asked to DM account nu, which I did, waited several hours, tweeted again asking for a response, nothing._x000D_
Tried via App to chat, advised a 5 minute wait to connect, gave up after 15.",-1
2168,"Open XR Forum covers a wide range of participants and applications, and besides new members @ATT, @Colt_Technology, @CrownCastle, @Telefonica, and @ZayoGroup, includes @bt_uk, @Infinera, @libertyglobal, @lumentechco, @Verizon, and @Windstream. More info: https://t.co/TiPr46kpKV",1
2169,@bt_uk Hello I would like to take out bt broadband home essentials and it says I supposed to get a new bt smart hub delivery charge Â£9.99 but on the page when i have put all the necessary information it says p+p Â£0.00? Could I please discuss this with you via dm? Thank you,1
2170,"@bt_uk I just feel mislead, tell me the truth you are increasing my price mid contract by 10% - youâ€™re trying to make it sound better than it is in my view. Not sure why too itâ€™s so much, I mean if you canâ€™t deliver unlimited within cost say that at the outset",-1
2171,@bt_uk Hi Iâ€™m happy with the speeds to my hub but not happy with the speeds to my device can someone please help me? https://t.co/KGgi2PS7Z8,1
2172,"@bt_uk D) Two separate 30 minute attempts to call your company _x000D_
E) complain on twitter and get a call but it rings off after 2 seconds leaving a message_x000D_
F) Your company is a bureaucratic nightmare",-1
2173,"@bt_uk Dear CEO Philip Jansen,_x000D_
_x000D_
A) It is not up and running, the line is still in pieces in the garden_x000D_
B) The mini hub is vital so that my motherâ€™s carer can order food etc_x000D_
C) who made the decision that it was fixed when no one has been anywhere near the problem?",-1
2174,"Check out The Future of Digital Government report by @PUBLIC_Team and @bt_uk. The report highlights 12 high-impact recommendations for more modern, flexible, and intuitive digital public services. Download the full report today!ðŸ’¡ _x000D_
https://t.co/S81JgHD72k https://t.co/1Z3I7HNoJR",1
2175,"Well @virginmedia have a stay of execution until tomorrow morning as the ""claim"" it can take a little while for the manager to apply the rolling credit, which should have been applied the last time I called!!!_x000D_
_x000D_
Hey @bt_uk you would vaule me as a customer right? :D",1
2176,"And here we go, #pricehike is starting @bt_uk and @EE have both put up their prices",1
2177,"@bt_uk 2 Fault texts and 45 min on hold yesterday, 1 text and 30 min on hold this morning to report boardband fault for vulnerable parents. Canâ€™t get through and none of the promised callbacks. Help required!!!!",1
2178,"@bt_uk hi, Iâ€™m trying to sort broadband for the new house Iâ€™m moving to next week and seem to be hitting a brick wall with your call centre. OpenReach have the line in place already, but repeatedly getting this message online (which Iâ€™m told is the only thing I can keep doing) https://t.co/WnfhNRzhpx",1
2179,@ThatAlexWoman Try talking to @bt_uk !,1
2180,"@bt_uk Why have you materialised a final bill out of nowhere when will was paid off? Only showing us the bill when the threat of debt collection arises. Absolutely awful, liars.",-1
2181,@bt_uk You rang for 2 seconds and rang off,1
2182,@bt_uk Done.,1
2183,@bt_uk I have sent you a DM,1
2184,"@bt_uk Just double checking. This fault has been live since 21st Feb. A complaint since 24th Feb. _x000D_
_x000D_
No one from #bt @bt_uk has called me back despite repeated promises. _x000D_
_x000D_
I am on â€˜guaranteedâ€™ â€˜unbreakableâ€™ Wi-Fi. Itâ€™s been broken for 2 weeks and I am losing money now as well as service",-1
2185,@bt_uk And to put in context. 7th March is a calendar month since you guys turned my service off. A complete and utter waste of time trying to get anyone to do anything or own the complaint. @Ofcom how do complain about bt?,-1
2186,@bt_uk I hope not. I cancelled full fibre. Asked for my fttc to be turned back on. Do you guys really lack the comprehension to know what youâ€™ve agreed with your customers?  Fttc meant to be restored yesterday,1
2187,@waesb007 @VodafoneUK @GNetworkComms @bt_uk @virginmedia Do feel free to DM us your full address and we'll see what we can find out for you.,1
2188,@bt_uk Why do you send out emails saying broadband is fixed when the line is still lying in two pieces in the garden? Who makes that decision?,-1
2189,@bt_uk And why can't messaging support book a call back?,1
2190,@bt_uk Why don't you employ enough staff to answer the phone?,-1
2191,So @FreeviewTV @skytv @bt_uk @VirginMedia_TV  are you going to do the right thing and comply with the economic sanctions against #Russia and take RT off your platforms? #RussiaUkraineWar,1
2192,"@frogboyflips @bt_uk Installed this setup a couple of times recently, really easy, plus it load balances. If you wanted to get 2 or 3 wans. Could mix other adsl etc",1
2193,"@frogboyflips @bt_uk Consider 4g with a multi wan router._x000D_
About Â£20 /month. Pretty much plug and play https://t.co/7xcTXx24hn",1
2194,"@bt_uk I've been told to keep the recording as it's evidence._x000D_
Therefore, you can't review the call._x000D_
It's for my solicitor to decide how things will proceed, not BT's staff.",1
2195,@bt_uk I'm super excited my bill is going up Â£4.85 for no additional benefits! And I get the pleasure of your contracts keeping me tied in with punitive charges if I want to leave! Merry March! Counting down the days till I can leave!,1
2196,"@bt_uk So one of your smart colleagues cancelled my service a month early for fibre. They then placed an order for it to be reactivated but this was to take two weeks, so this has now been cancelled and after 4 hours of calls I still have no internet and no order!",-1
2197,"@bt_uk our*_x000D_
_x000D_
No, it wasn't. I'll be making a change soon and then I'll consider court action as I recorded the call._x000D_
Your website also advertised a SIM card but when I tried to get it, the website told me I wasn't eligible. It was fake advertising. _x000D_
I'm finished with BT.",-1
